city,street,segment_id,point_id,distance_m,lon,lat,heading_road,heading_sidewalk_right,heading_sidewalk_left,image_file,image_path,gsv_status,gsv_url_sidewalk,abs_image_path,building_frac,sky_frac,road_frac,tree_frac,grass_frac,sidewalk_frac,seg_vis_file,seg_vis_path,seg_features_text,sidewalk_quality_and_walkability_score,greenery_score,building_enclosure_score,Comfort_and_perceived_safety_score,total_score,gpt_comment
"Philadelphia, Pennsylvania, USA",Market Street,5,1,250,-75.15115111,39.95083625663821,279.2092765732448,9.209276573,189.2092765732448,idx0057_seg5_pt1_h9.jpg,gsv_sidewalk_250m\idx0057_seg5_pt1_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95083625663821,-75.15115110610117&heading=9.20927657324478",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0057_seg5_pt1_h9.jpg,0.440100098,0.056950684,0.431391602,0.037744141,0,0.030615234,seg_idx0057_seg5_pt1_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0057_seg5_pt1_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 44.0% building facades, 43.1% roadway, 3.1% sidewalks, 3.8% trees, 0.0% grass, and 5.7% sky.",15,10,18,14,57,"Despite sidewalks making up only about 3.1% of the segmentation, the image shows a continuous, moderately wide sidewalk with bollards and a marked crosswalk, though it is close to a wide, traffic-heavy roadway (43.1% roadway). Greenery is limited to a few street trees (3.8% trees) but the strong, well-maintained building frontage (44% facades) and lighting provide good enclosure and visibility, yielding moderate overall comfort and pedestrian friendliness."
"Philadelphia, Pennsylvania, USA",Market Street,5,5,1250,-75.16001842,39.95193853250244,279.21261243878337,9.212612438783369,189.21261243878337,idx0061_seg5_pt5_h9.jpg,gsv_sidewalk_250m\idx0061_seg5_pt5_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95193853250244,-75.16001842084772&heading=9.212612438783369",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0061_seg5_pt5_h9.jpg,0.440048828,0.074377441,0.397426758,0.004697266,0,0.040109863,seg_idx0061_seg5_pt5_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0061_seg5_pt5_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 44.0% building facades, 39.7% roadway, 4.0% sidewalks, 0.5% trees, 0.0% grass, and 7.4% sky.",17,4,21,15,57,"Despite sidewalks making up only about 4% of the segmentation, the image shows continuous, reasonably wide sidewalks with crosswalks and curb ramps, though traffic and some clutter reduce walkability. With 44% building facades forming a strong, active street wall but almost no trees/grass (0.5% trees, 0% grass) and a roadway-dominant scene (39.7% roadway), enclosure is good but greenery and overall comfort are moderate."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,4,1000,-75.23821051,39.960098488143565,99.18005812944466,189.18005812944463,9.180058129,idx0084_seg0_pt4_h189.jpg,gsv_sidewalk_250m\idx0084_seg0_pt4_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.960098488143565,-75.23821050956745&heading=189.18005812944463",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0084_seg0_pt4_h189.jpg,0.233195801,0.26119873,0.199304199,0.051591797,0.003630371,0.121228027,seg_idx0084_seg0_pt4_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0084_seg0_pt4_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 23.3% building facades, 19.9% roadway, 12.1% sidewalks, 5.2% trees, 0.4% grass, and 26.1% sky.",15,10,18,14,57,"With about 12.1% sidewalks, the image shows a continuous but somewhat narrow and worn sidewalk directly adjacent to parked cars, offering basic but not high-quality walkability. Greenery is modest (5.2% trees, 0.4% grass) with one large shrub and small lawn patches, while the strong, continuous rowhouse frontage (23.3% building facades) provides good enclosure but only moderate comfort given the visible roadway share (19.9%) and limited shade or buffering from traffic."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,18,4500,-75.20717602,39.95623739181947,99.18903065743211,189.1890306574321,9.189030657432111,idx0098_seg0_pt18_h189.jpg,gsv_sidewalk_250m\idx0098_seg0_pt18_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95623739181947,-75.20717601865101&heading=189.1890306574321",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0098_seg0_pt18_h189.jpg,0.163779297,0.223095703,0.245847168,0.153149414,0.005351563,0.000366211,seg_idx0098_seg0_pt18_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0098_seg0_pt18_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 16.4% building facades, 24.6% roadway, 0.0% sidewalks, 15.3% trees, 0.5% grass, and 22.3% sky.",15,10,18,14,57,"Despite the 0.0% sidewalk reading, the image clearly shows a continuous paved sidewalk with some clutter and narrow clear space between parked cars and building entrances. Moderate building facade presence (16.4%) and a large tree plus some grass (15.3% trees, 0.5% grass) create enclosure and greenery, but the wide roadway share (24.6%) and on-street parking reduce pedestrian comfort and perceived safety."
"Philadelphia, Pennsylvania, USA",Walnut Street,0,15,3750,-75.21884073,39.95614665,279.1966517303194,9.196651730319388,189.1966517303194,idx0143_seg0_pt15_h9.jpg,gsv_sidewalk_250m\idx0143_seg0_pt15_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.9561466494412,-75.21884072677094&heading=9.196651730319388",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0143_seg0_pt15_h9.jpg,0.235581055,0.163234863,0.144633789,0.186853027,0,0.012277832,seg_idx0143_seg0_pt15_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0143_seg0_pt15_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 23.6% building facades, 14.5% roadway, 1.2% sidewalks, 18.7% trees, 0.0% grass, and 16.3% sky.",14,10,18,15,57,"Despite the low 1.2% sidewalk segmentation, the image shows a continuous but somewhat narrow and worn sidewalk with driveway cuts and some clutter, limiting walkability. Moderate building facade presence (23.6%) and attached rowhouses create good enclosure, while a single mature tree and small shrubs (about 18.7% trees, 0% grass) add some greenery and shade; low roadway share (14.5%) and a calm residential feel support reasonable comfort and perceived safety."
"Philadelphia, Pennsylvania, USA",Walnut Street,0,22,5500,-75.23435938,39.95807155377848,279.19995327409924,9.199953274099244,189.19995327409924,idx0150_seg0_pt22_h9.jpg,gsv_sidewalk_250m\idx0150_seg0_pt22_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95807155377848,-75.23435937610513&heading=9.199953274099244",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0150_seg0_pt22_h9.jpg,0.017841797,0.003664551,0.175480957,0.505241699,0,0.013840332,seg_idx0150_seg0_pt22_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0150_seg0_pt22_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 1.8% building facades, 17.5% roadway, 1.4% sidewalks, 50.5% trees, 0.0% grass, and 0.4% sky.",15,22,6,14,57,"Despite the low 1.4% sidewalk share, the image shows a wide, continuous paved sidewalk with trees and bollards, though some clutter and car presence reduce walkability and comfort. The very high 50.5% trees provides strong shade and greenery, but minimal building facades (1.8%) and a fence-facing edge mean weak enclosure and a somewhat exposed, parking-lot-oriented environment."
"Philadelphia, Pennsylvania, USA",Walnut Street,0,25,6250,-75.24101027,39.95889622194584,279.1521769287773,9.152176928777353,189.1521769287773,idx0153_seg0_pt25_h9.jpg,gsv_sidewalk_250m\idx0153_seg0_pt25_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95889622194584,-75.24101027434676&heading=9.152176928777353",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0153_seg0_pt25_h9.jpg,0.31019043,0.13168457,0.174709473,0.071831055,0.031359863,0.234511719,seg_idx0153_seg0_pt25_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0153_seg0_pt25_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 31.0% building facades, 17.5% roadway, 23.5% sidewalks, 7.2% trees, 3.1% grass, and 13.2% sky.",15,10,18,14,57,"With about 23.5% sidewalks, the image shows a wide but somewhat cracked and cluttered sidewalk that is walkable yet not especially inviting. Roughly 10% combined trees/grass provides some greenery and shade near the large, well-maintained building facades (31% coverage), but the visible roadway and minimal pedestrian amenities keep overall comfort and perceived safety moderate rather than high."
"Philadelphia, Pennsylvania, USA",Walnut Street,3,11,2750,-75.16717801,39.94972427904038,279.3754002579481,9.375400257948115,189.3754002579481,idx0169_seg3_pt11_h9.jpg,gsv_sidewalk_250m\idx0169_seg3_pt11_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.94972427904038,-75.16717800541043&heading=9.375400257948115",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0169_seg3_pt11_h9.jpg,0.610578613,0.003566895,0.171035156,0,0,0.207067871,seg_idx0169_seg3_pt11_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0169_seg3_pt11_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 61.1% building facades, 17.1% roadway, 20.7% sidewalks, 0.0% trees, 0.0% grass, and 0.4% sky.",19,0,21,17,57,"With about 20.7% sidewalks and a visibly wide, unobstructed pavement, walkability is good, but the complete lack of trees/grass (0% greenery) makes it harsh. Strong building enclosure (61.1% facades with active storefronts) and a relatively small share of roadway (17.1%) support comfort and perceived safety despite the hard, unshaded environment."
"Philadelphia, Pennsylvania, USA",Market Street,2,1,250,-75.16743347,39.95285285353131,279.2687200210005,9.268720021,189.2687200210005,idx0033_seg2_pt1_h9.jpg,gsv_sidewalk_250m\idx0033_seg2_pt1_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95285285353131,-75.16743347283999&heading=9.26872002100049",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0033_seg2_pt1_h9.jpg,0.541711426,0,0.402263184,0,0,0.024121094,seg_idx0033_seg2_pt1_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0033_seg2_pt1_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 54.2% building facades, 40.2% roadway, 2.4% sidewalks, 0.0% trees, 0.0% grass, and 0.0% sky.",18,1,21,16,56,"Despite the low 2.4% sidewalk share in the segmentation, the image shows a wide, continuous urban sidewalk with active ground-floor uses, but no visible greenery (0% trees/grass) beyond perhaps a tiny planter. High building facade coverage (54.2%) creates strong enclosure and active frontage, while the large 40.2% roadway and multiple lanes of traffic reduce overall comfort and perceived safety, though bollards and clear crossings help somewhat."
"Philadelphia, Pennsylvania, USA",Market Street,2,16,4000,-75.20068069,39.95700195583254,279.1959307,9.195930690545026,189.19593069054503,idx0048_seg2_pt16_h9.jpg,gsv_sidewalk_250m\idx0048_seg2_pt16_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95700195583254,-75.20068068524381&heading=9.195930690545026",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0048_seg2_pt16_h9.jpg,0.319042969,0,0.410979004,0.192106934,0.009367676,0.024331055,seg_idx0048_seg2_pt16_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0048_seg2_pt16_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 31.9% building facades, 41.1% roadway, 2.4% sidewalks, 19.2% trees, 0.9% grass, and 0.0% sky.",11,15,18,12,56,"Despite sidewalks making up only about 2.4% of the segmentation, the image shows a reasonably wide, continuous sidewalk and plaza area, though it is directly adjacent to a wide, traffic-heavy roadway (41.1% roadway) which limits walkability and comfort. Strong building enclosure (31.9% facades) and several mature trees plus some grass (about 20% combined trees/grass) create a defined, somewhat green urban space, but the car-dominated foreground and lack of visible pedestrian amenities reduce perceived safety and comfort."
"Philadelphia, Pennsylvania, USA",Walnut Street,3,15,3750,-75.17604462,39.95082790506369,279.3113671791281,9.311367179128126,189.31136717912813,idx0173_seg3_pt15_h9.jpg,gsv_sidewalk_250m\idx0173_seg3_pt15_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95082790506369,-75.17604462065138&heading=9.311367179128126",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0173_seg3_pt15_h9.jpg,0.636337891,0.00934082,0.005429688,0.00013916,0,0.319020996,seg_idx0173_seg3_pt15_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0173_seg3_pt15_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 63.6% building facades, 0.5% roadway, 31.9% sidewalks, 0.0% trees, 0.0% grass, and 0.9% sky.",18,2,19,17,56,"With about 31.9% sidewalk and very little roadway visible, the image shows a wide, unobstructed sidewalk in good condition along an active storefront, supporting walkability and perceived safety. However, the segmentation reports 0% trees and grass and the photo confirms almost no greenery, while the brick mid-rise building provides solid but somewhat monotonous enclosure."
"Philadelphia, Pennsylvania, USA",Market Street,1,12,3000,-75.23868364,39.96174578067725,279.1762421655064,9.176242166,189.1762421655064,idx0028_seg1_pt12_h9.jpg,gsv_sidewalk_250m\idx0028_seg1_pt12_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.96174578067725,-75.2386836439597&heading=9.17624216550638",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0028_seg1_pt12_h9.jpg,0.342687988,0.217709961,0.133964844,0.00590332,0,0.282385254,seg_idx0028_seg1_pt12_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0028_seg1_pt12_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 34.3% building facades, 13.4% roadway, 28.2% sidewalks, 0.6% trees, 0.0% grass, and 21.8% sky.",18,3,19,15,55,"With about 28% of the scene as sidewalk, the image shows a wide, continuous, unobstructed pavement, but crossings and amenities are minimal. Greenery is almost absent (0.6% trees), while mid-rise, continuous building facades (34% buildings) give good enclosure; moderate roadway presence and some blank/boarded frontage slightly reduce comfort and perceived safety."
"Philadelphia, Pennsylvania, USA",Market Street,1,13,3250,-75.24090069,39.96202028485443,279.1816545443638,9.181654544363823,189.18165454436385,idx0029_seg1_pt13_h9.jpg,gsv_sidewalk_250m\idx0029_seg1_pt13_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.96202028485443,-75.24090069100559&heading=9.181654544363823",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0029_seg1_pt13_h9.jpg,0.369226074,0.133798828,0.341208496,0.003435059,0,0.071428223,seg_idx0029_seg1_pt13_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0029_seg1_pt13_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 36.9% building facades, 34.1% roadway, 7.1% sidewalks, 0.3% trees, 0.0% grass, and 13.4% sky.",18,3,19,15,55,"Despite sidewalks being only about 7.1% of the segmentation, the image shows wide, continuous pavements with curb ramps and transit access, though clutter from columns and poles slightly hinders walkability. Greenery is minimal (0.3% trees, no grass), but strong building presence (36.9% facades) and active frontages create good enclosure, while heavy roadway share (34.1%) and the elevated structure reduce overall comfort and perceived safety."
